question	answer	final_QT	final_AS
منذ شهرين كلما ذهبت لقضاء الحاجة أكرمكم الله ايا كانت يصيبني نعاس شديد و أحيانا أنام في مكاني و أصل إلى مرحلة الأحلام استيقظ على تنميل ساقي من قوة الضغط نومي في هذه الفترة زائد و مضطرب و مليئ بالأحلام كل هذا ترافق مع ألم في الخاصرة اليمنى يظهر عند الاستقامة و الانحناء و أعراض أخرى تشبه الاكتئاب.	يجب إجراء الفحوصات الطبية اللازمة للتأكد من عدم وجود مشاكل صحية، وفي حال استمرت الأعراض من الأفضل المتابعة مع معالج نفسي	['A', 'D']	['2']
زيادة القلق والتوتر والتفكير السلبي	اي استفسار عن الداء يتم من خلال الطبيب الذي وصف الدواء ومراجعه معالج نفسي لجلسات تساعد على مواجهه الصغوط والتعامل مع الافكار السلبيه	['B', 'D']	['1']
ضيقة. قلة تركيز. صداع مستمر. توتر. خوف. كثرة التفكير. الاغتراب عن النفس. أحيانا آلام في الصدر. كره التجمعات. الانفعال. الغضب. الإرهاق والتعب. ضعف في ثقة بالنفس و تقدير الذات	ينصح بالاستمرار في العلاج النفسي الصبر على المسيرة العلاجية للوصول إلى الشفاء والتعافي-	['A', 'C']	['1']
قلق واكتئاب وسواس توتر صداع آلام في الصدر بعض الأحيان قلة التركيز	يمكنك المتابعة مع معالج نفسي يعتمد طريقة علاج مغايرة عن العلاج المعرفي السلوكي لمعالجة الأسباب التي تؤدي إلي الإكتئاب والقلق، حدد أهدافك اليومية بطريقة يمكنك تحقيقها، يمكنك القيام ببعض التمارين كالمشي عدة مرات في الأسبوع، عندما تشعرين بالإكتئتب لا تنسحبي من حياتك الإجتماعية أو العملية بالعكس إبقِ على تواصل مع الآخرين وبأعمالك فإن ذلك يساعدك، محاولة التغلب على الأفكار السلبية التي تُعزّز الإكتئاب، يمكنك القيام ببعض الأشياء الجديدة في حياتك.	['B', 'C']	['1', '2']
اعاني من اكتئاب ونرفزة ومزاج سيء ليا اكثر من شهر الان او شهر ونص باخذ سوليان بدأت ب١٠٠ ملج والان من ليا ٢٥ يوم باخذ ٢٠٠ ملج و٣٠٠ ولبترين السؤال هل اكمل عالعلاج نفسه لانه ياخذ وقت الين يبدأ مفعوله ولا اعمل تحاليل اخرى	نبدأ بمنع التدخين  ونعيش حياة طبيعية تغذية صحية صحبة طيبة تقليل التوتر إلى لحد الأدنى	['B', 'D', 'F']	['2']
عذاب نفسي، ألم شعوري، ألم اجتماعي، ألم روحي بداخلي لا استطيع النوم أرى احلام كثيرة واواجه مصاعب في النوم اريد ان اكون بعيدة عن الجميع امثل كانني بخير لاجل عائلتي لكنني لست جيدة حاولت ايذاء نفسي وكسرت الزجاج اريد ان عبر عن حزني لأحد لكنني لم استطع هل انا لدي اثار مري اضطراب الشخصية او الإكتئاب؟ ارجوك	من الضروري الاهتمام باستعادة التوازن الغذائي ومراجعة متخصص للتشخيص الدقيق	['A', 'E']	['2']
بقالي فترة طويلة دايما مضايق و حاسس بخنقةو قلق و عدم قدرة علي التركيز و يغلب عليهم شغور بالخمول و فقد الشغف حتي في الشغل حالتي بتسوق اكتر كل فترة و مش عارف احس بأي حاجة حواليا	ما تخليش حالتك تسوءوربما تحتاج إلى تغييرأو نشاط اجتماعي مختلف مع حل الخلافات مع الأقارب والزملاء	['A']	['1']
بخاف من الناس ومبحبش النزول بكلم نفسي كتير بشكل لا ارادي حتي لو انا وسط شغل او لمة، مبحسش بأي شعور لا فرح ولا حزن وتايهة ودايما في قلق مريب مش قلق طبيعي	هذه الاعراض تتطلب التشخيص والعلاج من الطبيب النفسي	['A']	['1']
السلام عليكم ورحمة الله وبركاته اشعر بغضب شديد و اكتئاب. هذا الشعور يأتى بصحبة افكار انتحارية كتيرة و افكار اخرى غريبة تأتينى و كانت احدى هذه الافكار بأن اقتل شخص من اهلى لأنه كان يرفض ان يوافق ع شئ طلبته و هذا ايضا مصاحب لأفكار جنسية كثيرة مقززة و افكارالحادية مع انى اعلم الاجابة لهذه الافكار.	العلاج النفسي المكثقف ضروري ومهم جداً	['A', 'C', 'D']	['1']
ماذا تسمى هذه الحالة علمياً شعور بالسعادة او الرضاء عند تخيل موتي او الانتحار؟	يجب الخضوع لفحص نفسي لمناقشه الافكار والوصول للتشخيص والعلاج المناسب	['A', 'D']	['2']
انا بقالي سنة باخد برشام اسمه باروكستين بدون طبيب لاني كنت اعاني من حالات نفسية صعبة جدا واكتئاب ومش عارف ابطله خالص بيعمل اعراض انسحابية صعبة مش بقدر عليها حتي لو بطلته بالتدريج برده بيكون صعب جدا وبقيت باخد اكتر من حبة ف اليوم لان الحباية الواحد مش بتعمل مفعول زي اللي كان ف البداية عندي 20 سنة	تحتاج إلى علاج للإدمان في مصحة إن لم تكن تستطيع التحمل والتغلب على أعراض الانسحاب مع أهمية العلاج لنفسي ومنع البرشام بدون طبيب لأن نتائجه كما رايت	['B']	['1']
السلام عليكم انا اتناول دواء بروزاك واشعر بتحسن كبير هل تعود اعراض الاكتئاب بعد التوقف عن الدواء؟	لا بد من استمرار العلاج سنه بعد التحسن بإشراف الطبيب	['B']	['1']
كيف انتقل من دواء السيروكسات الذي اتناول منه جرعة70ملغم يوميا منذ عام الى السيبرالكس لاتفادى الاعراض الانحسابية علما ان الطبيب المعالج طلب مني ان استبدل السيروكسات بالسيبرالكس	الطببيب المعالج يعرف أكثروهو الذي طلب الاستبدالفالطبيعي أن تسأله عن السرعة والجرعةليقدرها حسب ما يراه من استجابتك	['B']	['1']
انا في فترة الامتحانات وعندي قلق وتوتر شديد طوال الوقت لدرجه توقفني عن الدراسه ولا اشعر بالراحه الا بالاسمناء هل ادويه مثل بوسبيرون و سيرتارلين تساعد؟	طالما هذا هو الوضع فلابد من ترتيب وقتك بشكل فيه اهداف كل ساعة ولا بد ان يكون لديك نشاط رياضي ساعة صباحية وساعة مسائية بشكل يومي ولابد من التقليل من السكريات ومن المفيد مراجعة اخصاىي نفسي للمتابعة	['B', 'E']	['1']
انا في عمري 22 عام اصبحت اعاني من اكتئاب حاد و افكر بالانتحار السبب في ذلك راجع الى المسامات الواسعة التي جعلتني اكره وجهي لدرجة اصبحت لا اغادر فراشي و المشكل الاكبر هو عدم استطاعتي اللجوء الى طبيب بسبب حالتي المادية ان كان هناك طبيب يستطيع معالجتي مجانا سأدعو له وسيكون سببا في عودة الامل	التحويل إلى تخصص: جلدية .. تجميلأو العلاج النفسي لتقبل الشكل والصفات المتفردة ليس ضرورياً ان نتشابه في أي شيء هذا هو العنوان الكبير	['B']	['1']
نومي مُتقطع، ابكي بصعوبة، عندما اقرأ شيء حزين جداً اشعر بضغطٍ داخِل صدري وحنجرتي وكأن شيئاً ما يقف هناك، لا أشعر بالسعادة، افكر كثيراً ..	لا يمكن إعطاء تشخيص هنا، لمعرفة أكثر حول الحالة ولمساعدتكِ يمكنكِ حجز موعد مكالمة فيديو للإستماع لكِ ومساعدتكِ من خلال الجلسات على تخطي الأمور	['A', 'E']	['1', '2']
شقيقتي عمرها 29 عام , تعاني من اكتئاب وحزن شديد وعدائية. فقدان للشهية . تتحدث بصوت منخفض ولا تنظر لمن تتحدث إليه . لا ترغب بالتحدث مع أحد وتنعزل عن الناس. ترفض الخروج من المنزل بسب تأثرها بأشعة الشمس وتختلق الأكاذيب بشتى الطرق لكي تبقى في المنزل. تبحث في الانترنت عن منظر الدخول إلى الأرض من الفضاء.	قد يعبر ما ذكر عن حالة اضطراب بالتفكير تتجاوز الحالة المزاجية يرجى ذكر تاصيل اكتر متعلقة بالحالة	['A', 'E']	['1']
لدي مشاكل نفسية اشعر بالاكتئاب و القلق والتوتر والحزن وعادة نتف الشعر شعور بالارهاق من اقل مجهود شعور بالاحباط والياس والخوف من الحاضر والمستقبل اصبحت بلا طموح ولا هدف على عكس منذ ٣ سنوات كان لدي طموح وهدف اسعى لهم ولكن الان لا اشعر باي شيء سوى الالم الذي ينهش جسدي ولدي افكار انتحارية وشعور بالذنب	تحتاج إلى العلاج النفسي في جلسات وتدريب على التركيز والاسترخاء	['A']	['2']
وصف لي الطبيب ريفوتريل 2ملغ استخدمته لمدة شهرين ولم يخبرني الطبيب ان اقطع الدواء تدريجي بعدها باسبوع اصابني الم بمؤخرة الراس والرقبة وتشنج وشد باعصاب الراس والوجه وزغللة بالعيون فلم اعد ارى شيء وضعفت ذاكرتي ذهبت لطبيب وصف لي ليكسوبام 3ملغ حبتين باليوم ولكن لم استفد منه فماذا افعل ارشدوني	أنصحك بمراجعة الطبيب بشأن الدواء، كما أنصحك إذا كنت تعاني من القلق أو التوتر أو الأرق أو الإكتئاب بالمتابعة مع معالج نفسي أيضا للتحسن	['B']	['2']
اشعر بالكسل لدرجة اهمل نظافتي الشخصية طويلا ومكاني ايضا وكلما احاول اتغير ارجع افشل واكره الطلعات واحس لاداعي لوجودي وشعور اتمنى اموت دائما وافكر شنو راح يصير بالمستقبل	الأعراض المذكورة تتماشى مع وجود نوبة اكتئابية بحاجة لتقييم أكثر و علاج دوائي	['A', 'E']	['1']
تابعت مع دكاترة طب نفسي قبل كدا مرة لوسواس قهري ومرة لرهاب إجتماعي وفي الكرتين كنت بوقف الادوية من نفسي.. حاسس بتعاسة وخوف من الموت حتى من قبل انتشار كورونا.. بتيجي افكار سيئة	من الخطا ايقاف الادوية دون اشراف واذن من طبيبك راجع طبيبك	['B']	['1']
بخيله ع نفسي بكل شي اخاف اتكلم ما اعرف اكتب رسايل اشوف نفسي اقل من كل الناس اعمل حساب للناس احس اني ثقيله احس الكل يجاملني كتومه احس اني تافهه ومستحيل احد يفهمني كثيرة الندم	"""احس اني تافهه""هذا هو أصل المشكلة الشعور بالدونية ويحتاج إلى إزالته بالعلاج النفسي وصولاً إلى ""لا أحد فوقي ولاأحد تحتي"""	['E']	['1']
اصبت باكتئاب ولادة منذ ٣سنوات و تعالجت و في حملي الثاني عاد الاكتئاب و الخوف و تعالجت ايضا مع العلم ان الطبيب لم يوقف العلاج من الاكتئاب الماضي هل سأحتاج طول عمري علاج للاكتئا	من الممكن أن تُصاب المرأة بالإكتئاب بعد الولادة وذلك نتيجة التغيرات الهرمونية والعوامل الأخرى مثل تحمل المسؤولية وغيرها وعندما تحصل المرأة على الدعم تتحسن حالتها تدريجيا خاصة اذا لم تكن تعاني قبل الحمل من الإكتئاب. بالنسبة للعلاج لم تكتبين اذا العلاج دوائي أو علاج نفسي، إذا كان العلاج دوائي من الأفضل أن تراجعي طبيبك النفسي الذي وصف الدواء وهو من يحدد الفترة الزمنية للعلاج حسب حالتكِ، أما بالنسبة للعلاج النفسي، فيُفضل اذا لم تتابعي بعد علاج نفسي، أن تتابعي جلسات علاج نفسي لتتحسن حالتكِ	['B']	['1']
بس زادت كتير اخر سنه وغير هيك عندي اضطراب شخصيه هستيريه ما اخدت استشاره طبيه او اشي بس انا بهتم كتير بالامراض النفسيه وقرات كتير عن هاس الاشياء وهدول الامراض قرات عنهم وعن اعر	مضادات الاكتئاب غير الدوائية أفضل1- نوقف القراءة عن الأمراض النفسية2- استيقاظ مبكر وممارسة الانشطة الرياضية والاجتماعية والدراسية والعملية3- الوجود في صحبة الاسروة والأصدقاء والزملاء مفيد جداً4- لا نتعالى على الأسرة ولا المرض.. الشفقة من حقك عندما تستحقينها.	['A']	['1']
انا طال ثانوى عام مكتئب جدا ومتضايق من الى بيحصل فينا في الامتحانات دة المشكلة بقا انى بعرق كتير اوى وشى بيطلع حبوب كتير ودا على ما اعتقد بسبب العرق الناتج من التوتر ممكن حل للتوتر	مفيد جداً العلاج النفسي والتدريب على التركيز والاسترخاء	['B']	['1']
انا مريض اكتئاب واتناول دواء باروكستين 20 ولكنه يسبب لي اضطرابات في النوم منها كثرة النوم لساعات كثيرة والسهر لوقت كبير والكسل وقلة الطاقة .اريد دواء يساعد علي النشاط وقلة الكسل . ولكنه لا يتعارض مع الباروكستين ولا يسبب أضرار كبيرة	دواء للخمول ودواء للنشاط، الحل في نمط الحياة الطبيعيةاستيقظ في الصباح ونم في المساء وامنع نوم الظهيرةوتحتاج إلى علاج نفسي ويمكنك مراجعة الطبيب المعالج لضبط نوع وجرعة الدواء ووقت تناوله	['B']	['1']
منذ 7 سنوات وانا عندي نوبات الهلع واكتئاب أخذت لسترال 50 ملغ عدة مرات وكان هناك تحسن جزئي ولكن انتكس كلما تركت الدواء. اخر انتكاسة كانت شديدة لدرجة رفعت لسترال ل100ملغ. منذ اسبوع بدأت باستعمال مكملات B complex واشعر بتحسن شديد في النوم والحالة المزاجية. فهل لنقصه علاقة بحالتي؟ما التحليل اللازم عمله؟	الوزن الزائد عبء على الجسم كله بالعلاج النفسي تتغلب على الأعراض بعد تحديد اسبابها	['B']	['1']
اشعر بكتئاب عمري 17 اغلب مشاكلي مع اهلي اريد دائما ايذائهم في احلامي وتخيل انهم علي وشك الموت و كل الاهتمام اصبح لي اكرهمم مع انهم لم بفعوا شي سوي عد الثقه و الضرب و تفتيش ورائي اشعر دايما انني علي صواب مهما كانت غلطتي احب الجميع ماعدا امي اريد ان ءاذي نفسي باي طريقه لاشعرهم بلسوء و ذمب تجاهي قمت 2	الطبيب النفسي يساعدك	['A', 'B']	['1']
غضب/سوء ظن/ قلق بشكل دائم من ماضي/ تفكير سلبي/ خيال غالباً لن يحدث إلا بقدرة الله سبحانه	ممارسة الرياضة. الاسترخاء. الكشف عن الافكار التلقائية السلبية وتحليلها الى عقلاني وغير عقلاني مع تحويل الافكار الى ايجابية موزونة	['B']	['1']
مرحبا.. انا شاب ابلغ 26 عاما قبيل شهر ذهبت لاجراء جراحة اسنان و في اليوم التالي شعرت بأن قلبي يتوقف لثانية و اصبحت بعدها اشعر بنوبات الخوف و انعدام الشهية و عدم الشعور بجسدي فهل للبنج اثر في ذلك اما انها نوبة سمية للبنج.. علما بأني اعاني من مشاكل عصبية و حرارة مفاجئة عند التعب لسنوات . و شكرا جزيلا	لا ذنب للبنجالمشكلة في طريقة تفكيركوتركيزك على جسمكركز بدلاً من ذلك على العالم	['A']	['1']
المشكلة انو بحس حالي ضايعة ، بفكر كثير ، عندي قلق واحياناً بحس اكتئاب وكثير من اعراض ازمة مقتبل العمر ، وعنجد مو عارف شو اعمل ، هل في طريقة ممكن دكتور ينصحني فيها او اشي معين اعملو ؟، ولازم اراجع طبيب بشكل شخصي بهاد الموضوع او لا ؟	يجب مراجعه الطبيب لتحديد الخطه العلاجيه المناسبه الامر ليس نصيحه افعل هذا او لاتفعل هذا او اختيار يحدده الطبيب فالطبيب النفسي لايختار ولا يرسم لك حياتك بل يوضح معك الاختيارات المتاحه وانت من تختار الانسب طبقا لاحتياجاتك واهدافك وقيمك	['B']	['2']
اعاني من اكتئاب و حزن شديد و بعد الاحيان أودي نفسي و مجروحة كثيرا و لا افهم نفسي رأسي مشوش كثيرا يائسة من كل شيء	العلاج النفسي مهم جدا وضروريوإيذاء الذات إذا تكرر ربما تحتاج إلى العلاج في مصحة	['B']	['1', '2']
هو سريع للغضب ويقوم باذيه من حوله. هو يقوم باختراع قصص لم تحصل ودائما يقول ان هناك اشخاص يراقبوه. هو يرفض ان ياخذ ادويته وحالته تزداد سوءً. ماذا يجب ان نفعل؟	دخول مستشفى أو علاج نفسي مكثف	['B']	['1']
لدي نوع من الاكتئاب واصبحت اكره الحياه ولا استطيع اخذ ادويه هل يوجد حل اخر لمساعدتي لا استطيح اخد ادويه لاسباب صحيه و اثرت على مناعتي مجرد الزعل يصبح قلبي يؤلمني	يمكن اللجوء إلى العلاج النفسي للتحلص من الإكتئاب	['B']	['1']
أشعر احياناً بشعور فائق بالسعادة او الفرح بدون سبب يذكر و هو شعور جميل جداً ولكن لايستمر الا لدقائق او ساعات يعني مدة قصيرة و احيانا اشعر بحزن واكتئاب ولم أجد تشخيص مناسب لحالتي فليست مطابقة لثنائي القطب حيث ان الهوس لا يستمر ؟ و الاكتئاب متقطع . وليست مطابقة للشخصية الحدية ايضاً..	تعبر هذه الحالة عن ما يسمى تقلب المزاج و هي قد تأتي بشكل مستقل أو مصاحبة لاضطراب ما ممكن إعطاء جرعة خفيفة من مثبت مزاج لفترة محدودة	['A']	['1']
اعاني من حالة قلق وحزن وتقلبات في المزاج حتى في معظم الاوقات لا استطيع النوم بسبب كثرة التفكير والجى الى الحبوب المنومه	اذا كان الشعور بالقلق والإكتئاب بدأ يؤثر على حياتك اليومية، أتصحكِ بمتابعة جلسات علاج نفسي للتخلص من الإكتئاب والقلق.	['A']	['1']
مستخدم لانافارنيل تحت استشارة طبيب من 7 سنوات، رجعتي الآن يوم 150 يوم 125 مغ اريد خفضها حيث ان حالتي الصحيه جدا	تلافيف يكون ٢٥ ملغم كل اسبوع ويكون باستشارة الطبيب المعالج	['B']	['1']
ابي اسال اذ مريض الايدز يعادي افراد اسرتي ؟	العدوى عن طريق انتقال سوائل الجسم	['B', 'D']	['1']
أحس بشي ما تحت الفك السفلي في الوسط قريب للبلعم شيئ ما يزعجني خصوصا عندما استلقي علي السرير و معي الهاتف. دهبت عند الطبيب فحصني ب ecographe قالي لي القلق و التفكير بيعمل متل خصة او حتا الجلوس الغير الصحيح اعطاني دواء اسمه cotipred و لاكن مازلت منزعج هل الطبيب لم يفحصني جيدا لاني ما زالت تزعجني	يجب التأكد من وجود مشكلة من طبيب الحنجرة	['B']	['2']
‎السلام عليكم .. ‎معي شخص مصاب بالتوحد .. ‎هالشخص كثير الحركه لما عرضته ع دكتور وصفولي مجموعة ادويه بس هالادويه تخليه كسول وتعبان وكله نايم هل هالشيء طبيعي او الادويه م تناسبه	العلاج النفسي مهم إلى جانب العلاج الدوائي الأدوية وحدها كما رأيتم	['B']	['1']
في بعض الاحيان عندما اريد النوم على جانبي الايمن اشعر بضيق في جهة القلب مع غثيان وبمجرد ان اغير وضعيتي ارجع كما كنت .. نفس الامر عندما اقف من الفراش احيانا تشتد الحالة واحيانا لا مع زيادة النبض .. هناك الكثير من الاعراض لكن لن يكفيني 300 حرف . انا في حالة قلق وخوف دائم(اخاف من أمراض القلب)	النوم على الجانب الأيسر صحي أكثر تحتاج إلى علاج نفسي في جلسات للتشخيص والعلاج وربما تحتاج إلى علاج دوائي أيضاً	['A']	['1']
والدي ٦٦ سنةلايعمل واصبح يصرخ ويسب من دون سبب يتذكر ملابسه القديمةمن ٢٠ سنةويطالب امي باحضراهاله والايبدافي الصراخ والشتم والسب ينسي كثيرا لايتذكر زيارةشخص له ويستمر بالسؤال لمالاياتي اليه هذاالشخص مع انه كان عنده منذ قليل الايهتم بايذاء الناس ويرمي اي شيء من شباك المنزل دون مبالاة	يجب المتابعة مع طبيب نفسي لتقييم وتشخيص الحالة وإعطائه العلاج الدوائي المناسب	['A', 'B']	['2']
الخوف والقلق والتوتر والخوف الشديد من العلاج والخوف من الموت	ما هو نوع العلاج الذي تأخذه؟ يعني هل هي تعاني من أمراض مزمنة ولا تتقبل أن تأخذ العلاج؟ يجب عدم الضغط عليها بطريقة سلبية لأخذ العلاج ومن المهم تخفيف التوتر في حياتها ومتابعة جلسات العلاج النفسي لعلاج الأسباب الكامنة وراء الخوف والتوتر والقلق حتى تشعر بالتحسن	['B']	['1']
صدع وخوف وقلق الحمدلله منا الله علي وتركت العاده لي شهرين ويجبتي صداع وخوف وقلق حتى اني صلعت بعض الايام يجني شعور اني اسوي عاده كيف اصرفه عني وكم شهر علشان تروح علي الاعراض	الوزن زائد قليلاًتحتاج إلى علاج نفسي	['B']	['1']
الخيالات الجنسية.. ضعف في الجسد.. خمول.. شرود زهني.. ضعف الذاكرة.. اكتئاب وتوتر	لا يجب ان تزيد عن مرتين بالاسبوع واذا لم تتمكن الطبيب النفسي يساعدك	['A', 'B']	['1']
اكون نايمه واقوم من النوم وانا ضاقطه على سنوني بدون اي سبب موالم جدا. _. ماهو السبب لظغط السنون اثنئ النوم؟! وشكرا	وجود ضغط نفسى شديد والتعرض للظلم أو الاضطهاد أو العنف المادى او المعنوى من قبل احد ما فى الحياة اليومية، ما ينتج عنه ظهور هذا الضغط اثناء النوم فى حالة صرير الاسنان أو الجز على الاسنان والعلاج لهذة الحالة يكون من خلال جلسات التفريغ الانفعالى والاسترخاء، انت تحتاج الى التحدث مع شخص ما وتفريغ الطاقة المكبوته بداخلك حتى لا يؤثر جز الاسنان على الفكين والاسنان	['A']	['1']
فقدت القدرة علي الاحساس بالآخرين وايضا لا أشعر كالماضي مثلا كأحساسي الشديد بالحزن أصبحت لا أشعر كالماضي علما بانني كنت اعاني من ضغوط نفسية وايضا ضغوطات من أبي الذي كان دائما يعاتبني لأجل درجاتي في الجامعه فتنازلت عن اصدقائي وحاولت عكس تفكيري بأن لا احتك مع شخص واخالط أحد وأصبحت اجد صعوبه في المعامله	نتيجة التراكمات منذ الطفولة أدّت إلى الصعوبة في حياتك اليومية، يجب المتابعة مع معالج نفسي	['B']	['1', '2']
حالتي نفسيه تعبت هواي افكر من كثر التفكير حته اواجه صعوبه بل نوم يعني اليوم كله افكر واقهر نفسي وصرت ابقه طول اليوم وحدي ولا احب احد يزعجني اسوي مشاكل ع ابسط الامور ممكن حل	يجب أن تحددي ما هي الأفكار التي تزعجكِ، وهل تتعلق بمواضيع يمكن حلّها؟ الإبتعاد عن التوتر والتشنجات والمشاحنات مع الآخرين، ويمكنك الاحدث مع معالج نفسي أيضا للمساعدة	['B']	['1']
اعاني من ثقل الراس والتعب طيلة اليوم و الرهاب الاجتماعي والخجل امام الناس وعدم القدرة على الدخول في الحديث معهم. مع اعراض اخرى كالاكتئاب والم المعدة وضيق في تنفس وصعوبة الكلام مع ضعف الصوت ما سبب هذه الاعراض ؟ وهل للعادة السرية علاقة بذلك ؟	انصح بمراجعة طبيب نفسي للوقوف على التشخيص الدقيق واعطائك حلول لمثل هذه الأمراض ولكي يقوم بالتدخل المناسب لحالتك تمنياتي بالتوفيق	['A']	['2']
اعاني منذ فتره طويله من قلق ف النوم لأني ابتعدت عن الحشيش واصبح تدخيني له قليل جداً مقارنة بالماضي اصبحت اتناول بنادول نايت بشراهه واضافةً اصبحت اشعر ب آلام في قلبي كثيرا	من الممكن أنكِ قد استبدلتِ الحشيش بالبنادول، يجب متابعة علاج نفسي للمساعدة على التحسن وعدم الإعتماد على تناول أي مادة.	['B']	['1', '2']
السلام عليكم كنت اخذ حبوب اكتئاب وادمنت عليه وتغيرت شخصيتي وكنت دائما افكر بالانتحار بلعت كميات كبيره من حبوب الاكتئاب عده مرات تسممت بالحبوب ولكن لم اغسل معدتي ولم اذهب لطبيب والان بعد فتره بدات معدتي تؤلمني واعاني من غثيان شبه يومي ودائما اعاني من انخفاض الضغط هل صحتي في خطر وماهو مرضي؟	العلاج النفسي لمنع تكرار إساءة استخدام العقاقيرويستحسن العرض على أخصائي باطنة جهاز هضمي	['A', 'B']	['1']
صراحه ماكنت كدا من شهر تقريبنا شك مدري ليش يمكن الناس الي جالسه معهم يمكن مايبون يمكن لو قعد يتضايقون مع العلم انهم اهلي وصديقاتي بس مع كيف اتخلص منه مره قاعده انزعج احاول اتجاهل بس مقدر	من المفيد مراجعة متخصص للتشخيص الدقيق والعلاج	['A', 'B']	['2']
اعاني من النعاس الشديد و صداع كذلك اشعر في الرغبة بالتوقف على كل شي لدي مزاجية رهيبة قد اكره احب الناس لي دون سبب	العلاج النفسي مفيد جدا في هذه الحالة وضروري	['B']	['1']
لكل طبيب نفسي انا فقدت اللذة بالحياة ومش قادرة استمر فيها وفكرة الانتحار ماخدة حيز من تفكيري لأول مرة بحياتي بحتاج حد يرشدني يوجهني كل يوم بعيشه غالبا كل حياتي توتر وخوف شديد	يجب متابعة جلسات علاج نفسي للتحدث في كل الأمور أو الأزمات أو الصدمات التي مررت بها ومساعدتك على تخطيها وتخفيف التوتر والخوف	['B']	['2']
انا فتاة اشعر انني مقبلة في كثير من الاحيان علي الانتحار، انا الان اعيش وحدي في بلد غريب اشعر بأن كل من حولي يريدون ايذائي، اشعر بأن عائلتي لا تحبني بل يتحدثون معي للشفقة، اعاني من الكثير لا يمكنني وصفه هنا	نعم تحتاجين إلى العلاج النفسيوربما في مستشفى أو مصحة متخصصة  إذا تكرر التفكير في الانتحار	['B']	['1', '2']
زميلي صاحب الاستشارة : اعاني منذ اشهر من ضيق في التنفس وانتفاخ بالبطن خصوصا قبل النوم مع قلق وتفكير تطور الامر الى برودة في القدمين طول النهار علما اني عانيت قبل 5 سنوات من ازمة نفسية شديدة وتعافيت منها ذهبت الى عدة اطباء قالوا لي قولون وقلق اخذت عدة علاجات ولم استفد شيئا	من المفيد مراجعة معالج نفسي ليدربك على مهارات الاسترخاء والتفكر الارتقائي والتعامل مع الضغوط	['A']	['2']
انطوائي الفطرى يجعلنى غير مرغوبة من الناس احيانا ودائما ما يشعرنى بالالم واضطر للبكاء في اوقات كثيرة وخاصة اهلى دائما يرونى انسانة غريبة ويتشاجرون معي كثيرا فأصبحت عصبية جدا	لا بد من مراجعة الطبيب النفسي للعلاج	['B']	['2']
هل الفصام الاضطهادي اعراضه موجبه فقط ام موجبه و سالبه	كلاهما سواء رغبة في الانتقام منأ و تجنبا للمضطهِدين (افتراضيا)	['D']	['1']
استعمل دواء ابيليفاي 30 منذ شهرين و تحسنت بنسبة 10% متى يبدأ مفعولخ الكامل	المفروض ان يكون بدأ ولا بد للعودة لطبيبك	['B']	['1']
دماء الناس تسعدني احب اشوف ناس تموت وبرضو ابي اموت قد حاولت مرات كثيره بس تدخلات الناس وكل محاوله انتحار كانت نتجيتها عنف اهلي انا عايش ف وهم واحاول اقنع نفسي ذا صوت والاشكال مو حقيقيه تناقضات مشاعر البكي بدال الفرح والعكس وبشكل هستيري	من الضروري مراجعة طبيب نفسي لاخذ العلاج اللازم	['B']	['2']
"ماهي الجرعة الصحيحة لقطرات ايزوبتيل "" اميتربتالين "" لعلاج القلق والتوتر العصبي المصحوب بإضطراب في النوم هل 20mg كافية؟"	غير كافية فهذه الجرعة فقط قد تسبب النعاس و لكن لا تعالج القلق	['B']	['1']
انا تشخصت مريض اكتئاب واتناول دواء باروكستين 20 واتفقت مع الدكتور علي التخلص منه تدريجيا وانا الان في أسبوعي الثالث من التخلص التدريجي الكتب اعاني من أعراض انسحاب ودوار وغثيان علما انني طالب جامعي وفي وقت امتحانات هل هناك ادوية تمنع تلك الأعراض وانا الان لا امتلك المال للكشف من حديد للدكتور	تواصل معه ولو تليفونياحول سرعة التدريج والبدائل إن وجدت	['B']	['1']
اعاني من حكة في كل جسمي،تعب وخمول واوجاع في الجسم،عسر اخراج الغازات،وانتفاخ في البطن،غثيان طول الوقت،إحساس بالحرارة قشعريرة،اعاني من بطانة الرحم وكآبة	قديكون ما ذكرني نتيجة لتناول مضادات الاكتئاب التي تسبب هكذا أعراض جانبية أنصحك بمراجعة طبيبك لتقييم العلاج من حيث فعاليته و أعراضه الجانبية	['B']	['1', '2']
اكره الاجتماعات وانزعج من الناس هل يوجد علاج لمشكلتي	الاكتئاب يمكن ان يؤدي الى هذه الاعراض العلاج النفسي مفيد جدا في هذه الحالة	['B']	['1']
مبخافش من الحقن اطلاقا بس يعد التحليل بدروخ ويغم عليا وبيكون في شعور صعب بالاسهال واوقات مبيحصلش اي حاجة هل ده ال vasovagal attack ؟	يجب التأكد من عدم وجود أسباب صحية	['A']	['1']
